Nr projektu;Lokalizacja projektu;Nazwa osiedla;Kategoria projektu;Suma kosztów;Wszystkie opinie;Nazwa projektu
702;"Plac Grunwaldzki, AR_32, 1/2
Typ w³asnoœci: w³asnoœæ Skarbu Pañstwa w zarz¹dzie, u¿ytkowaniu.
Nazwa obrêbu: Plac Grunwaldzki.
Numer arkusza mapy: 32.
Numer dzia³ki: 1/2.";Plac Grunwaldzki;inne;100000;Tak;Projektowane perony na Rondzie Reagana
703;"obszar pomiêdzy nieruchomoœciami: TRAWOWA 12-16 i ZAGONY 1,1a,1b,3,3a,3b
Obrêb Muchobór Wielki, AM 11, dz. 7/5
Obrêb Muchobór Wielki, AM 11, 20/6, 20/7 (przed podzia³em 20/2)
";Muchobór Wielki;zieleñ/rekreacja;149500;Tak;Zielony Muchobór – Zielona Trawowa Uporz¹dkowanie i zagospodarowanie terenu po³o¿onego w rejonie ul. Trawowej i ul. Zagony.
704;dzia³ka nr 32/47 AM-13 Obrêb Grabiszyn;Gajowice ;drogowe;202500;Tak;Poprawa stanu drogi i chodników we wnêtrzu blokowym pomiêdzy ul.Szczêœliw¹ i ¯elazn¹
705;nr dzia³ki 7/38;Grabiszyn-Grabiszynek;edukacja;148300;Tak;PRZESTRZEÑ EDUKACJI AKTYWNEJ FIO£KOWEJ KRAINY
706;"U zbiegu ulic: Osobowickiej i £u¿yckiej we Wroc³awiu.
Obrêb Kar³owice, AR10_135 i 136 (w zarz¹dzie ZZM)
";Kar³owice-Ró¿anka;zieleñ/rekreacja;320000;Nie;Park – rekreacja i bezpieczeñstwo. ul. Osobowicka - £u¿ycka
707;Psie Pole, AR_24, 8/17 , teren Zespo³u Szkolno – Przedszkolnego nr 3 we Wroc³awiu, Inflancka 13.;Psie Pole-Zawidawie;edukacja;260000;Tak;Inflancka Track
708;"Wroc³aw; Park Leœnicki - Leœnica, AM 9, nr dz. 13/6.  W³asnoœæ Gminy Wroc³aw  w Zarz¹dzie Zieleni Miejskiej.

 ";Leœnica;zieleñ/rekreacja;740000;Nie;Waloryzacja przyrodnicza stawów i cieków wodnych Parku Leœnickiego wraz z roœlinnoœci¹ i modernizacj¹ ma³ej architektury.
709;"Dzia³ka nr Psie Pole, AR_22, 93/2
oraz dodajê drug¹ dzia³kê,:
Psie Pole, AR_23,93/1 (ma³a dzia³ka przy chodniku s³u¿¹ca jako dojœcie do w³aœciwego terenu rekreacyjnego)";Psie Pole-Zawidawie;zieleñ/rekreacja;411300;Nie;Park rekreacyjno - wypoczynkowy na Psim Polu
710;AR_7,39 Borek,  W³asnoœæ Skarbu Pañstwa w zarz¹dzie, u¿ytkowaniu;Borek;zieleñ/rekreacja;20000;Tak;Nowe drzewa przy ul. Powstañców Œl¹skich
711;Ca³y Wroc³aw;Wroc³aw;inne;500000;Nie;Tablice informacyjne na Wroc³awskich zabytkach
712;"numer geodezyjny dzia³ki (na podstawie www.geoportal.wroclaw.pl): 
Kowale, AR_25,7; AR_24,118, AR_25,8, 25,10/4; 25,3; 25,9; 24,134
";Kar³owice-Ró¿anka;inne;240000;Tak;Wykonanie oœwietlenia alejki - drogi pomiêdzy ulicami Grudzi¹dzk¹ i Kêtrzyñsk¹: „Jasne i bezpieczne przejœcie”
713;Dzia³ka nr 30 AM-13 Obrêb Grabiszyn;Gajowice ;drogowe;10000;Tak;Poprawa wjazdu pomiêdzy budynkiem Szczêœliwa 15 a przedszkolem
714;ul. Moœcickiego;Brochów ;drogowe;100000;Tak;Bezpieczny Brochów
715;"Wroc³aw, osiedle Strachocin, teren parku pomiêdzy ulicami W³oœciañska a Strachociñska, w³asnoœæ
Gmina Wroc³aw w zarz¹dzie Zarz¹du Zieleni Miejskiej ( dz. 8, AM-2, obrêb Strachocin).";Strachocin-Swojczyce-Wojnów;zieleñ/rekreacja;149900;Tak;Rewitalizacja parku osiedlowego INTEGRACJA-SPORT-ZDROWIE-WYPOCZYNEKSTRACHOCIN WOJNÓW SWOJCZYCE - etap 2
716;AR_26, 2/5;Huby;zieleñ/rekreacja;499999;Tak;Centrum Rekreacji na Andersa
717;ul. Mglista 16-20;Krzyki-Partynice;drogowe;281000;Tak;ul. Mglista bez mg³y
718;Psie Pole, AR_24, 8/17 , teren Zespo³u Szkolno – Przedszkolnego nr 3 we Wroc³awiu, Inflancka 13. ;Psie Pole-Zawidawie;edukacja;80000;Tak;Gym pod wierzbami
719;ul. Górnicza 5 Wroc³aw ty³ budynku plac z huœtawk¹ oraz ³awkami.;Pilczyce-Kozanów-Popowice P³n.;zieleñ/rekreacja;100000;Tak;Si³ownia - plac zabaw modernizacja terenu.
720;dzia³ka 24, AM-24, obrêb Stab³owice;Leœnica;piesze/rowerowe;9000;Tak;Wyniesienie przejœcia dla pieszych oraz oraz jego oœwietlenie - Starogajowa/Wojanowska
721;"2/1, 3, 20/1, 20/2, 4/10, 50 AR9;";O³taszyn;inne;140000;Tak;Oœwietlenie ulicy Obroñców Poczty Gdañskiej
722;Œlê¿na 193-203;Borek;drogowe;650000;Tak;Projekt zagospodarowania terenu - parking przy ul. Œlê¿nej 193-203
723;Psie Pole, AR_22, 66  , teren Gimnazjum nr 2 im J. Mackiewicza, Gorlicka 25, Wroc³aw.;Psie Pole-Zawidawie;edukacja;80000;Nie;Gorlicka PowerStation
724;"Obrêb Ksiê¿e Ma³e, dzia³ki: 
AR_7, 29/5
AR_7, 30/7
AR_7, 30/3
AR_7, 23
AR_7, 26/4
AR_7, 26/3
AR_7, 26/6
AR_7, 29/1
AR_7, 24/2";Ksiê¿e;edukacja;149727;Tak;MODERNIZACJA I ROZBUDOWA PLACU ZABAW PRZEDSZKOLA NR 57, PRZY ULICY CHORZOWSKIEJ 55.
725;"ul. Paczkowska, dzia³ka: Po³udnie, AR_19, 63/9, w³asnoœæ Gminy; Powierzchnia dzia³ki [m2]1612";Tarnogaj;zieleñ/rekreacja;363100;Nie;Budowa strefy zabaw i rekreacji na osiedlach HUBY i TARNOGAJ
726;Osiedle Gajowice (ulice: Krucza, Po³aniecka, Tarnobrzeska, Stalowowolska, Kolbuszowska);Gajowice ;piesze/rowerowe;500000;Tak;Na Gajowicach nam to przeszkadza - równe chodniki to wa¿na sprawa!
727;"róg Moœcickiego / Koreañska 
Brochów, AR_27, 2/4";Brochów ;zieleñ/rekreacja;500000;Nie;Brochowski park dla psów
728;Swojczycka, AR_26, 20/11;Strachocin-Swojczyce-Wojnów;zieleñ/rekreacja;144428;Nie;Projekt Park Kolumba 
729;"AR_7,39 Borek, W³asnoœæ Skarbu Pañstwa w zarz¹dzie, u¿ytkowaniu; AR_3, 2 W³asnoœæ Gminy w zarz¹dzie, u¿ytkowaniu";Borek;zieleñ/rekreacja;45000;Tak;Nowe drzewa na Krzykach  (PrzyjaŸni, Powstañców Œl.)
730;Plac Marsza³ka Pi³sudskiego, obrêb Kar³owice, AR_12, 11, numer arkusza mapy 12, dzia³ka numer 11;Kar³owice-Ró¿anka;zieleñ/rekreacja;499999;Nie;Rewitalizacja Placu Pi³sudskiego - Per³y pó³nocnego Wroc³awia!
731;Teren nieczynnego basenu na Brochowie przy ul.Polnej AR 22, dzia³ka nr 41/3;Brochów ;zieleñ/rekreacja;150000;Nie;Górka nie tylko do zje¿d¿ania...
732;"10 wybranych przystanków MPK we Wroc³awiu
- KROMERA, pêtla autobusowa, ul.Toruñska
- PSIE POLE (Rondo), ul. Krzywoustego, kierunek: centrum
- JEDNOŒCI NARODOWEJ, ul. Poniatowskiego, kierunek: pl.Bema";Wroc³aw;inne;100000;Nie;„Rozhuœtane przystanki”
733;"Wroc³aw  - podwórka w kwartale ulic Sienkiewicza 77-81 i Reja 17-21
numer geodezyjny dzia³ki (na podstawie www.geoportal.wroclaw.pl):  (obrêb pl. Grunwaldzki ) AR 29_11/2 
";Plac Grunwaldzki;rewitalizacja;148500;Tak;Rewitalizacja podwórka w kwartale ulic Sienkiewicza 77-81 i Reja 17-21 wraz z odbudow¹ placu zabaw dla ma³ych dzieci.
734;wszystkie osiedla;Wroc³aw;drogowe;2000000;Tak;Poprawa bezpieczeñstwa pieszych na wroc³awskich osiedlach
735;"Wroc³aw ul.Piotra Ignuta 28  dzia³ki AR_3, 25/1; AR_3, 26/1; AR_3, 27/1; AR 3, 3 ";Pilczyce-Kozanów-Popowice P³n.;edukacja;496152;Nie;Integracyjny plac zabaw dla dzieci -Kozanów
736;Wroc³aw, Skwer œw. o. Damiana de Veuster - miejsce po zlikwidowanym korcie tenisowym, nr dzia³ki: Stare Miasto, AR_5, 8;Szczepin;place zabaw;303900;Nie;Integracyjny plac zabaw
737;D¹bie, AR_4, 92/2  -  Bartoszowice, AR_3,48/22, odcinek torów tramwajowych.;Biskupin-Sêpolno-D¹bie-Bartoszowice;inne;2000000;Nie;Wymiana torów tramwajowych na odcinku Hala Stulecia - Pêtla Biskupin.
738;Psie Pole, AR_22, 66  , teren Gimnazjum nr 2 im J. Mackiewicza, Gorlicka 25, Wroc³aw.;Psie Pole-Zawidawie;edukacja;280000;Tak;On the beach
739;Obrêb Muchobór Wielki, AM 7, dz. 161;Muchobór Wielki;zieleñ/rekreacja;499000;Nie;Zielony Muchobór – Zielony skwer miejski Uporz¹dkowanie i zagospodarowanie terenu po³o¿onego w rejonie ul. Cieœlikowskiego Skwer rekreacyjno - wypoczynkowy
740;"Przestrzenie ogólnodostêpne, w których warto podkreœliæ czynnik ludzki.
Proponowane lokalizacje:
Plac Bema,
Nowy Targ
Wyspa S³odowa,
";Stare Miasto;inne;500000;Nie;Zabujaj siê w mieœcie!
741;"Obrêb Wojszyce,  arkusz 12, dzia³ka 6/4
Wojszyce, AR_12, 6/4";Wojszyce;inne;80000;Nie;Ekologicznie i schludnie, czyli segregacja œmieci kluczem do uporz¹dkowanej i zadbanej okolicy
742;Wroc³aw, osiedle Strachocin, teren parku pomiêdzy ulicami W³oœciañska a Strachociñska, w³asnoœæ Gmina Wroc³aw w zarz¹dzie Zarz¹du Zieleni Miejskiej ( dz. 8, AM-2, obrêb Strachocin);Strachocin-Swojczyce-Wojnów;zieleñ/rekreacja;150000;Nie;Rewitalizacja parku osiedlowego INTEGRACJA-SPORT-ZDROWIE-WYPOCZYNEK STRACHOCIN WOJNÓW SWOJCZYCE - etap 3 ostatni
743;Kar³owice, AR_18, 21;Kar³owice-Ró¿anka;zieleñ/rekreacja;150000;Tak;Rekreacyjny park rowerowy dla dzieci i m³odzie¿y wraz ze skwerkiem do wypoczynku dla rowerzystów w rejonie Kar³owic i Psiego Pola
744;Park Grabiszyñski wzd³u¿ ul. Grabiszyñskiej | Grabiszyn: AR_30, 1/1, AR_30, 1/3, AR_30, 1/6, AR_30, 1/4 oraz Las Rêdziñski, teren wzd³u¿ ul. ¯u¿lowców | Rêdzin: AR_1,2/2, AR_1,2/1, AR_2,3/2, AR_2,2/6, AR_14,7/4, AR_13,2;Grabiszyn-Grabiszynek;inne;6265;Nie;znajdzsiewlesie.pl - Park Grabiszyñski, Las Rêdziñski
745;pl. Grunwaldzki;Plac Grunwaldzki;piesze/rowerowe;30000;Tak;Pas rowerowy na Placu Grunwaldzkim
746;"Lotnicza

Gadów Ma³y, arkusz mapy 1, dzia³ka nr 9/6";G¹dów-Popowice P³d. ;zieleñ/rekreacja;515500;Tak;Otwarte tory ³ucznicze na G¹dowie Ma³ym
747;"Park Juliusza S³owackiego ko³o Galerii Dominikañskiej
lub
Park Szczytnicki
lub
Deptak przy placu Grunwaldzkim (miêdzy akademikami: Dwudziestolatk¹ a Kredk¹ i O³ówkiem.";Stare Miasto;inne;470000;Nie;Bujaj siê muzycznie!
748;Tymiankowa 3, Lipa Piotrowska AR-5 dz. 3/8;Lipa Piotrowska;zieleñ/rekreacja;499999;Nie;Boisko wielofunkcyjne, kort tenisowy oraz ³awki przy ul. Tymiankowej dla mieszkañców Lipy Piotrowskiej, Widawy i Œwiniar
749;"Przedszkole nr 96 "" Pod Weso³ym S³onkiem""
 Aleja Pracy 29a
 53-231 Wroc³aw
 Nr 4/3, AM 24, obrêb Grabiszyn";Grabiszyn-Grabiszynek;edukacja;285000;Tak;Nowe oblicze terenu wokó³ przedszkola nr 96 „ Pod Weso³ym S³onkiem”
750;Pó³nocna czêœæ dzia³ki gminnej, obrêb Stare Miasto, nr arkusza mapy AR_30, numer dzia³ki 8/5;Przedmieœcie Œwidnickie;zieleñ/rekreacja;500000;Nie;Skatepark Têczowa/Kolejowa – ogólnodostêpne miejsce do uprawiania sportów alternatywnych – jazdy na deskorolce, rowerach wyczynowych BMX/MTB i ³y¿worolkach
751;Al. Hallera strona nieparzysta od numeru 115 do 149;Grabiszyn-Grabiszynek;zieleñ/rekreacja;150000;Tak;OGRODY HALLERA
752;ul. Wa³brzyska - ul. Krzycka;Krzyki-Partynice, Klecina;piesze/rowerowe;125000;Tak;Bezpiecznie na rowerze: ul. Wa³brzyska - ul. Krzycka
753;Psie Pole, AR_14, 54/4   , teren Szko³y Podstawowej nr 98 im Piastów Wroc³awskich, Sycowska 22 a, Wroc³aw.;Psie Pole-Zawidawie;edukacja;280000;Tak;Sycowska beach
754;Las Rêdziñski, teren wzd³u¿ ul. ¯u¿lowców | Rêdzin, AR_2, 2/6, ;Grabiszyn-Grabiszynek;inne;7380;Tak;znajdzsiewlesie.pl - Las Rêdziñski
755;Gaj, AR_14, 11;Gaj;piesze/rowerowe;20000;Tak;Bezpieczeñstwo rowerzystów ul. Borowska - Kukuczki - spowolnienie ruchu
756;Brochówka, kana³y wodne i staw w Parku Brochowskim, AR 15, dzia³ka nr 3;Brochów ;zieleñ/rekreacja;150000;Nie;Aquateka
757;obrêb Po³udnie, AM 11 dz. 57 / AM 9 dz. 24/2;Przedmieœcie O³awskie;piesze/rowerowe;500000;Tak;Droga rowerowa wzd³u¿ Traugutta
758;"Przejœcie dla pieszych przy wejœciu g³ównym do Szko³y Podstawowej nr 95,
znajduj¹ce siê na ulicy Boguszowskiej.";Leœnica;inne;100000;Nie;Poprawa przejœcia dla pieszych w formie progu przy wejœciu g³ównym do Szko³y Podstawowej nr 95 od strony ulicy Boguszowskiej
759;"ul. Kasprowicza we Wroc³awiu.
Obrêb Kar³owice, AR6_64 (w zarz¹dzie Rady Osiedla Kar³owice-Ró¿anka)
";Kar³owice-Ró¿anka;zieleñ/rekreacja;490650;Tak;Nowy Park – rekreacja i bezpieczeñstwo. ul. Kasprowicza
760;Borek, AR_7, 3;Borek;inne;100000;Nie;Monta¿ tablicy pokazuj¹cej odjazdy autobusów na pêtli Krzyki
761;Huby;Huby;rewitalizacja;390000;Tak;Rewitalizacja podwórka w kwadracie ulic Gajowej, Kamiennej, Przestrzennej i Wapiennej
762;Maœlice, AR_19, 1, Stab³owice, AR_15, 4/3, Maœlice, AR_19, 36;Maœlice, Leœnica;piesze/rowerowe;150000;Tak;Budowa bezpiecznego przejœcia dla pieszych przez tory kolejowe w okolicy stawu Królewieckiego
763;Las Osobowicki, Stadion Leœny;Osobowice - Rêdzin;zieleñ/rekreacja;499999;Tak;Ogólnodostêpna si³ownia zewnêtrzna na Osobowicach i Rêdzinie
764;"ul. Psie Budy, Stare Miasto, AR_24, 23/22
Numer arkusza mapy 24
Numer dzia³ki 23/22";Stare Miasto;rewitalizacja;290529;Nie;CLEAN & GREEN WRO 2015 - rewitalizacja podwórka  wzd³u¿ zabytkowej ulicy Psie Budy.
765;plac Nowy Targ, Stare Miasto, AR_27, 22/7, w³asnoœæ Gminy Wroc³aw;Stare Miasto;zieleñ/rekreacja;84109;Nie;Zieleñ i woda na Nowym Targu
766;Plac Grunwaldzki, AR_32, 1/2;Plac Grunwaldzki;inne;400000;Nie;Monta¿ tablic œwietlnych w przejœciu podziemnym na Rondzie Reagana
767;Kowale, AR_12, 37  , teren Szko³y Podstawowej nr 8 im Józefa Pi³sudskiego, Kowalska 105, Wroc³aw.;Kowale;edukacja;499000;Nie;Kowale Track & Field
768;Huby;Huby;drogowe;150000;Tak;Uporz¹dkowanie nieprzepisowego parkowania na osiedlu Huby
769;teren pomiêdzy ul. Okulickiego a lewym brzegiem rzeki Dobra, od Mostu Zakrzowskiego do dró¿ki prowadz¹cej do Stadionu Zakrzów, dzia³ka geodezyjna nr 3/5;Psie Pole-Zawidawie;zieleñ/rekreacja;499999;Nie;Tereny sportowo - rekreacyjne dla Zakrzowa!!! (si³ownia na powietrzu , utworzenie parku )
770;"Grabiszyn, AR_13, 19/28
Grabiszyn, AR_13, 21/8";Gajowice ;rewitalizacja;131830;Tak;Zagospodarowanie podwórkowej przestrzeni publicznej w obrêbie ulic Zaporoska-Lwowska-Lubuska
771;dzia³ki nr 2/3 oraz 3/22 GMINA WROC£AW, DZIELNICA KLECZKÓW;Kleczków;rewitalizacja;120000;Tak;Pilna rewitalizacja podwórka miêdzy budynkami ul. Kleczkowskiej i Reymonta
772;Gaj, AR_9, 4/1;Gaj;drogowe;30000;Tak;Wyd³u¿enie buspasa w ci¹gu ulicy Borowskiej przy Uniwersyteckim Szpitalu Klinicznym
773;ca³e miasto;Wroc³aw;drogowe;500000;Tak;BEZPIECZNE ULICE
774;Teren nieczynnego basenu na Brochowie przy ul. Polnej,  AR 22, dzia³ka nr 41/3;Brochów ;zieleñ/rekreacja;2000000;Nie;Na ratunek basenOFFi
775;50 – 035 Wroc³aw, pl. Muzealny 13a, Stare Miasto, AR_35, 3;Przedmieœcie Œwidnickie;edukacja;150000;Tak;Modernizacja placu zabaw w Przedszkolu nr 30 przy placu Muzealnym 13A 
776;Psie Pole, AR_5, 3/13  lub np. Psie Pole, AR_5, 9/5 ;Psie Pole-Zawidawie;zieleñ/rekreacja;120000;Nie;K³okoczyce SK8Park
777;wg za³¹cznika 1 i 2.;Wroc³aw;inne;149737;Nie;MIEJSKI SYSTEM PSICH TOALET 
778;Strachocin, AM-2 72/7, w pobli¿u ul. Osadniczej;Strachocin-Swojczyce-Wojnów;zieleñ/rekreacja;499999;Nie;Boisko wielofunkcyjne i si³ownia na powietrzu dla Strachocina, Swojczyc i Wojnowa
779;Po³udnie, AR_17, 5;Huby;zieleñ/rekreacja;100200;Nie;Yoni - rewitalizacja skwerku miêdzy ulicami Glinian¹, Dyrekcyjn¹ i Borowsk¹
780;4 AM2 Obrêb Plac Grunwaldzki, 5/2 AM2 Obrêb Plac Grunwaldzki ;O³bin;drogowe;1185000;Tak;Poprawa bezpieczeñstwa przejazdu i przejœcia ulic¹ Artura M³odnickiego we Wroc³awiu - budowa fragmentu drogi wraz z infrastruktur¹ towarzysz¹c¹ . 
781;Skrzy¿owanie ul. Solskiego i Alei Piastów (naro¿nik);Oporów;zieleñ/rekreacja;36400;Tak;Skwerek Oporowski - reprezentacyjna przestrzeñ publiczna (naro¿nik Al. Piastów/Solskiego)
782;Wroc³aw;Wroc³aw;piesze/rowerowe;100000;Tak;Opracowanie koncepcji i wykonanie dokumentacji projektowo-kosztorysowej dla zadaszonych Rowerostrad ³¹cz¹cych Wroc³awskie osiedla i podwroc³awskie miejscowoœci z centrum miasta.
783;Projekt obejmuje obszar nieu¿ytków rolnych miêdzy ul. Okulickiego a lewym brzegiem rzeki Dobra, od Mostu Zakrzowskiego do drogi nieutwardzonej, prowadz¹cej do stadionu Zakrzów, dzia³ka nr 3/5;Psie Pole-Zawidawie;zieleñ/rekreacja;0;Nie;Park rekreacyjny nad rzek¹ Dobr¹ na Osiedlu Zakrzów
784;ul. £¹kowa 2a, Stare Miasto, AR_33, 35/2, 35/4;Przedmieœcie Œwidnickie;edukacja;0;Tak;"""Staromiejskie cudo"" - remont elewacji z ociepleniem budynku przedszkola"
785;ul. £¹kowa 2a, Stare Miasto, AR_33, 35/2, 35/4;Przedmieœcie Œwidnickie;edukacja;0;Tak;"""Staromiejskie cudo"" - modernizacja ogrodu przedszkolnego: wykonanie ogrodzenia placu zabaw "
786;ul. Orzechowa 62, Gaj, AR_4, 6/17;Gaj;edukacja;0;Tak;Modernizacja infrastruktury sportowej przy Szkole podstawowej nr 90 i Gimnazjum nr 25 na osiedlu Gaj
787;Dzia³ka zlokalizowana pomiêdzy ulicami Szybowcow¹, Jerzego Bajana, Stefana Drzewieckiego we Wroc³awiu. G¹dów Ma³y, AR_3, 5/10;G¹dów-Popowice P³d. ;place zabaw;0;Nie;Plac zabaw na G¹dowie Ma³ym
788;Dzia³ka przy ulicy Bulwar Ikara we Wroc³awiu, pomiêdzy ulicami Stefana Drzewieckiego a Eugeniusza Horbaczewskiego. G¹dów Ma³y, AR_3, 5/150;G¹dów-Popowice P³d. ;zieleñ/rekreacja;0;Nie;"""Polana rekreacyjna Kosmonautów - G¥DÓW MA£Y"""
789;ul. Œcinawska 10, Stare Miasto, AR_3, 9;Szczepin;edukacja;0;Tak;Bezpiecznie u Korczaka - poprawa bezpieczeñstwa w przedszkolu Integracyjnym Nr 125 im. J. Korczaka poprzez wymianê ogrodzenia
790;rondo ¯o³nierzy Wyklêtych - u zbiegu ulic: Zaporoska/Gajowicka/Szczêœliwa;Gajowice ;inne;0;Nie;Pomnik ¯o³nierzy Wyklêtych - upamiêtnienie ¿o³nierzy niepodleg³oœciowego podziemia zbrojnego - ¯o³nierzy niez³omnych - walcz¹cych z narzuconym systemem komunistycznym w latach 1944 - 1963
791;"Osiedle Kar³owice-Ró¿anka, ul. Obornicka 21, Teren Przedszkola Nr 149 ""Têczowa Polanka"", Ró¿anka, AR_13, 20";Kar³owice-Ró¿anka;edukacja;0;Tak;"""Zielony Zak¹tek"" Utworzenie edukacyjnego ogrodu do prowadzenia prac badawczych, obserwacyjnych oraz upraw sezonowych dla dzieci w wieku od 3 - 6 lat na terenie Przedszkola nr 149 ""Têczowa Polanka"" "
792;"Osiedle Kar³owice-Ró¿anka, ul. Obornicka 21, Teren Przedszkola Nr 149 ""Têczowa Polanka"", Ró¿anka, AR_13, 20";Kar³owice-Ró¿anka;edukacja;0;Tak;"""Têczowy Ogród"" Rearan¿acja istniej¹cego Placu Zabaw i utworzenie strefy aktywnego wypoczynku dla dzieci w wieku 2-6 lat na terenie przedszkola nr 149 ""Têczowa Polanka"" 51-113 Wroc³aw ul. Obornicka 21"
793;Dzia³ka po³o¿ona miêdzy ulicami: Zabrodzk¹ i Wa³brzysk¹. Dz. nr 1/7;Klecina;zieleñ/rekreacja;0;Nie;Zagospodarowanie czêœci dzia³ki nr 1/7 na zielone tereny rekreacyjne, plac zabaw dla dzieci oraz parkingi bezpieczne dla otoczenia (bliskoœæ szko³y, dojœæ do niej oraz cmentarza)
794;Przedszkole Nr 65 Pod Weso³ym Kozio³kiem, ul. No¿ownicza 35a;Stare Miasto;edukacja;0;Tak;"""Bajkowy Ogród"""
795;Przedszkole Nr 65 Pod Weso³ym Kozio³kiem, ul. No¿ownicza 35a;Stare Miasto;edukacja;0;Tak;"""Kozio³kowy p³otek"" - Nowe ogrodzenie przedszkolne"
796;Osiedle Rêdzin ul. Wêdkarzy 1a i 3, Rêdzin AR_27, 22, 23/6, 23/4;Osobowice - Rêdzin;zieleñ/rekreacja;0;Nie;Budowa boiska sportowego z placem zabaw dla dzieci si³owni¹ zewnêtrzn¹.
797;ul. Wêdkarzy od nr 1 do pêtli autobusowej;Osobowice - Rêdzin;drogowe;0;Tak;Budowa chodnika wzd³u¿ ul. Wedkarzy, udro¿nienie i zarurowanie odcinka rowu deszczowego wzd³u¿ ul. Wêdkarzy
798;ul. J. D³ugosza 29, Kar³owice, AR_19, 16/12;Kar³owice-Ró¿anka;place zabaw;0;Nie;"""Zabawa - doœwiadczenie - integracja"" - wykonanie placu zabaw dla dzieci w wieku przedszkolnym i dostosowanego do potrzeb dzieci z ró¿nymi niepe³nosprawnoœciami."
799;ul. Wschodnia 64-66, Swojczyce, AR_30, 6;Strachocin-Swojczyce-Wojnów;inne;0;Tak;Remont czêœci ogrodzenia dwóch budynków mieszkalnych wielorodzinnych przy ul. Wschodniej
800;"Podwórko ograniczone ulicami: Reja, Sienkiewicza, Górnickiego, Grunwaldzk¹; obrêb Plac Grunwaldzki";Plac Grunwaldzki;rewitalizacja;0;Tak;Œródmiejskie podwórko zielonym miejscem spotkañ, aktywnoœci i wypoczynku.
801;ul. Poniatowskiego 9, Plac grunwaldzki, AR_13, 105/2;O³bin;edukacja;0;Tak;MODERNIZACJA AULI LO NR I WE WROC£AWIU - umo¿liwienie dostêpu szerszemu gronu odbiorców poprzez zwiêkszenie bezpieczeñstwa oraz walorów akustycznych, estetycznych i rozszerzenie funkcjonalnoœci
802;Zaporoska po stronie nr parzystych od nr 64 do pl. Hirszfelda, ;Powstañców Œl¹skich;piesze/rowerowe;0;Tak;Ulica Zaporoska - przebudowa chodnika oraz budowa œcie¿ki rowerowej
803;Teren Szko³y Podstawowej nr 76 we Wroc³awiu przy ul. Wandy 13;Powstañców Œl¹skich;edukacja;0;Tak;Budowa boiska wielofunkcyjnego przy Szkole Podstawowej nr 76 we Wroc³awiu
804;Teren przed blokiem ul. Gajowickiej 64-70 we Wroc³awiu;Powstañców Œl¹skich;zieleñ/rekreacja;0;Tak;Zielone Tereny Gajowickiej
805;Dzia³ka zlokalizowana przy ulicy Franciszka Hynka we Wroc³awiu, pomiêdzy ulicami Jerzego Bajana, Stefana Drzewieckiego a ulic¹ Balonow¹. Obrêb G¹dów Ma³y, AR_3, 5/267;G¹dów-Popowice P³d. ;zieleñ/rekreacja;0;Nie;PARK REKREACJI - Rycerskie wzgórze na G¥DÓW MA£Y
806;ul. K³okoczycka;Psie Pole-Zawidawie;inne;0;Tak;Wykonanie oœwietlenia ulicznego (8 lamp) na nieoœwietlonym fragmencie ulicy K³okoczyckiej
807;Wroc³aw, ulica Z³otej Lilii;Psie Pole-Zawidawie;drogowe;0;Tak;Wykonanie nawierzchni asfaltowej na odcinku ok 150m ulicy Z³otej Lilii
808;ul. Paw³owicka 78, 51-250 Wroc³aw, dz nr 2, AM-9, obrêb Paw³owice;Paw³owice;edukacja;0;Tak;"PROJEKT PRZEBUDOWY PLACU ZABAW ""KOLOROWY ZAK¥TEK"" PRZY PRZEDSZKOLU NR 73 WE WROC£AWIU"
809;"Wroc³aw ; od  ul.Go³nowska  do  ul.Koszaliñska ";KuŸniki;piesze/rowerowe;0;Tak;Wytyczenie i wykonanie alejki parkowej przez teren zielony w obrêbie osiedla KuŸniki
810;Po³udniowy fragment dzia³ki przy ul. Any¿owej pomiêdzy ulic¹ Tymiankow¹, Cynamonow¹ a Pe³czyñsk¹ (przy rowie) bli¿ej ul. Pe³czyñskiej obrêb Lipa Piotrowska, arkusz mapy 5, dzia³ka nr 3/8);Lipa Piotrowska;sport;0;Nie;Boisko do siatkówki, tenisa ziemnego i badmintona w pobli¿u ul. Pe³czyñskiej (przed³u¿enie ul. Obornickiej)
811;"Wroc³aw ; od  ul.Go³nowska  do  ul.Koszaliñska ";KuŸniki;zieleñ/rekreacja;0;Nie;Zaplanowanie i wykonanie oœwietlenia i drobnej infrastruktury alejki parkowej na terenie zielonym w obrêbie osiedla KuŸniki
812;Stare Miasto, AR_12, 11/22, Stare Miasto, AR_12, 19/8, Grabiszyn, AR_24, 3/6, Grabiszyn, AR_24, 3/9,  Psie Pole AR_22, 1/20 i inne (szczegó³y lokalizacji w za³¹czniku);Wroc³aw;zieleñ/rekreacja;0;Nie;Drzewa dla Wroc³awia
813;kwarta³ ulic Kraszewskiego-Trzebnicka-Kleczkowska-Siemieñskiego.Dzia³ki numer: 22/3, 26/54, 58a, 54a, 5a, 26/39, 23/5, 24/2, 23/7, ;Kleczków;rewitalizacja;0;Tak;Podwórko XXI wieku – Rewitalizacja podwórka Kleczków kwarta³ ulic Kraszewskiego - Trzebnicka - Klecz kowska - Siemieñskiego
